"Christoph Bergmeir","DE190100045","Monash University","This project aims to create efficient, effective techniques that provide accurate forecasts for …","377,829","2019","Discovery Early Career Researcher Award"
"Marcel Boehme","DE190100046","Monash University","This project aims to enable security researchers to detect critical vulnerabilities in large …","387,000","2019","Discovery Early Career Researcher Award"
"Ingrid Zukerman","DP190100006","Monash University","This project aims to develop new algorithms that automatically generate explanations for the …","408,000","2019","Discovery Projects"
"Mark Wallace","DP190100013","Monash University","This project aims to address urban congestion by utilising people’s travel plans to coordinate …","440,000","2019","Discovery Projects"
"Geoffrey Webb","DP190100017","Monash University","This project aims to develop target-agnostic analytics, creating models of data that can be queried …","315,000","2019","Discovery Projects"
"Ian Smyth","DP190101037","Monash University","This project aims to study the process of branching morphogenesis which drives the development of …","680,000","2019","Discovery Projects"
"Hai Vu","DP190102134","Monash University","This project aims to develop a flexible mathematical framework for internet resource allocation …","440,000","2019","Discovery Projects"
"Cagatay Goncu","DE180100057","Monash University","This project aims to create a framework which allows authoring, reading and storing of tactile …","339,446","2018","Discovery Early Career Researcher Award"
"Son Hoang Dau","DE180100768","Monash University","This project aims to improve the performance of distributed data storage systems during the …","380,446","2018","Discovery Early Career Researcher Award"
"Maria Garcia de la Banda","DP180100151","Monash University","Finding optimum solutions to everyday problems is one of the most common challenges in decision …","414,105","2018","Discovery Projects"
"Timothy Dwyer","DP180100755","Monash University","This project aims to explore the potential for new immersive display and interaction technologies …","453,311","2018","Discovery Projects"
"Ron Steinfeld","DP180102199","Monash University","This project aims to address the current lack of privacy of user data processed by common cloud …","413,043","2018","Discovery Projects"
"Muhammad Cheema","FT180100140","Monash University","This project aims to design a system capable of providing location-based services in WiFi-enabled …","859,125","2018","ARC Future Fellowships"
"Kimbal Marriott","LP170100026","Monash University","This project aims to investigate the possible benefits of 3D printing for production of accessible …","223,507","2018","Linkage Projects"
"Kate Smith-Miles","LP160101885","Monash University","This project aims to address the mathematical challenges in automated early detection and …","204,000","2017","Linkage Projects"
"Daniel Harabor","DE160100007","Monash University","This project aims to develop new efficient techniques for mixed-initiative routing in large …","303,000","2016","Discovery Early Career Researcher Award"
"Alan Dorin","DP160100161","Monash University","The project plans to develop a software model to assess the viability of crops under changes in …","610,000","2016","Discovery Projects"
"Emanuele Viterbo","DP160101077","Monash University","The project aims to develop new bandwidth-efficient index coding schemes to reduce network …","310,000","2016","Discovery Projects"
"Emanuele Viterbo","LP160100002","Monash University","This project aims to design low-power consuming coding schemes that can achieve the maximum coding …","345,000","2016","Linkage Projects"
"Ron Steinfeld","DP150100285","Monash University","Online services for collaborative communication and software distribution are commonplace today, …","262,200","2015","Discovery Projects"
"Aldeida Aleti","DE140100017","Monash University","One of the most common problems faced by planners, whether in industry or government, is …","394,800","2014","Discovery Early Career Researcher Award"
"Frada Burstein","DP140100047","Monash University","A group’s knowledge and reasoning processes are rarely conducted or recorded systematically; a …","300,000","2014","Discovery Projects"
"Kimbal Marriott","DP140100077","Monash University","Data is increasingly organised as networks. Visualisation is a key way to understand networks. This …","687,000","2014","Discovery Projects"
"Joanne Evans","FT140100073","Monash University","Archives and records are the memory banks of healthy organisations, governments, communities and …","765,996","2014","ARC Future Fellowships"
"Guojun Lu","DP130100024","Monash University","This project aims to develop an effective and efficient image retrieval system, so that images are …","270,000","2013","Discovery Projects"
