"Mohammad Murshed","DP130103670","Monash University","This project investigates novel approaches to multiview video coding that use new data compression …","315,000","2013","Discovery Projects"
"Ann Nicholson","LP120100301","Monash University","This project aims to improve the accuracy of fog forecasting by explicitly modelling the spatial …","225,000","2012","Linkage Projects"
"David Abramson","LP120200784","Monash University","Supercomputing underpins a wide range of areas of importance to the Australian economy; mining, …","450,000","2012","Linkage Projects"
"Michael Wybrow","DP110101390","Monash University","This project will develop techniques for automatic layout of biological network diagrams, allowing …","261,300","2011","Discovery Projects"
"Maria Garcia de la Banda","DP110102258","Monash University","Combinatorial problems pervade all aspects of our social, environmental and economic life, but …","420,000","2011","Discovery Projects"
"Ronald Weber","DP110104386","Monash University","This project aims to improve the ways in which those user requirements that motivate the design and …","165,000","2011","Discovery Projects"
"Kimbal Marriott","LP110200469","Monash University","The project will develop a new device for the presentation of accessible graphics based on a …","170,000","2011","Linkage Projects"
"Shonali Krishnaswamy","LP100200417","Monash University","This project falls within the National Research Priorities an environmentally sustainable australia …","162,383","2010","Linkage Projects"
"Nikola Zlatanov","DE180101134","Monash University","This project aims to develop communication schemes that can enable wireless devices to …","368,446","2018","Discovery Early Career Researcher Award"
"Francois Petitjean","DE170100037","Monash University","This project aims to develop time series classification methods for satellite images, to produce …","329,287","2017","Discovery Early Career Researcher Award"
"Marcello Rosa","DP170104600","Monash University","This project aims to understand how visual information is transformed across hierarchical levels in …","392,000","2017","Discovery Projects"
"Jon McCormack","DP160100166","Monash University","This project intends to introduce new methods for the design and use of creative software for both …","320,000","2016","Discovery Projects"
"Majid Sarvi","DP160103291","Monash University","This project aims to develop methods and technologies to enable urban planners to design …","440,000","2016","Discovery Projects"
"Rebecca Giblin","LP160100387","Monash University","This project aims to develop an evidence base of quantitative and qualitative data about how eBooks …","252,000","2016","Linkage Projects"
"Alan Dorin","DP130100015","Monash University","This project uses computer simulation to understand the potential impact of temperature variation …","300,000","2013","Discovery Projects"
"Mohammad Awrangjeb","DE120101778","Monash University","This project will produce an effective building change detection procedure and a digital building …","375,000","2012","Discovery Early Career Researcher Award"
"Ingrid Zukerman","DP120100103","Monash University","This project aims to enable computer agents to respond appropriately to people's spoken requests …","300,000","2012","Discovery Projects"
"Ingrid Zukerman","DP110100500","Monash University","This project aims to facilitate natural spoken interactions between people and computer systems, …","255,000","2011","Discovery Projects"
"Bernd Meyer","DP110101413","Monash University","Understanding self-organised systems is fundamental in biology and bio-inspired engineering. The …","255,000","2011","Discovery Projects"
"Ingrid Zukerman","LP100200405","Monash University","This research will contribute to the well-being of our ageing population by extending their …","280,000","2010","Linkage Projects"
"Arun Konagurthu","DP150100894","Monash University","Progress in protein structural biology relies heavily on key computational technologies, structural …","301,800","2015","Discovery Projects"
"Heiko Dietrich","DE140100088","Monash University","Computational algebra combines symbolic computation and pure research in algebra, and is concerned …","378,628","2014","Discovery Early Career Researcher Award"
"Maria Garcia de la Banda","DP140100058","Monash University","Finding optimum solutions to problems is one of the most common challenges in planning. It pervades …","490,000","2014","Discovery Projects"
"Geoffrey Webb","DP140100087","Monash University","Effective extraction of information from massive data stores is increasingly problematic as data …","958,000","2014","Discovery Projects"
"Emanuele Viterbo","DP130100103","Monash University","Wireless networks are increasing exponentially throughout the world, but are still plagued by …","330,000","2013","Discovery Projects"
"Graham Farr","DP130100300","Monash University","This projects aims to characterise when a network contains within it the topology, or shape, of a …","330,000","2013","Discovery Projects"
"Yibing Wang","DP130104968","Monash University","Congestion, safety, and emissions are three major traffic problems threatening the Australian …","330,000","2013","Discovery Projects"
"Geoffrey Webb","DP120100553","Monash University","This project will invent user-centric technologies for discovering knowledge from data that are …","360,000","2012","Discovery Projects"
"Kate Smith-Miles","DP120103678","Monash University","Optimisation problems underpin the efficiency and effectiveness of many critical sectors (e.g., …","365,000","2012","Discovery Projects"
"Geoffrey Webb","DP110101427","Monash University","This project investigates novel approaches to computational data analysis that use new forms of …","255,000","2011","Discovery Projects"
"Fabio Capitanio","DP110101697","Monash University","Modelling the two-way interaction of plate tectonics with the actions of erosion and sedimentation …","200,000","2011","Discovery Projects"
"Ian Wanless","FT110100065","Monash University","This project attacks a famous and long standing conjecture in pure mathematics that has important …","676,998","2011","ARC Future Fellowships"
"David Dowe","LP100200865","Monash University","All sorts of games and sports could use better systems for rating and ranking teams. This is as …","80,007","2010","Linkage Projects"
"Bernd Meyer","DP180100154","Monash University","This project aims to use mathematical models and computer simulations and biological experiments to …","325,250","2018","Discovery Projects"
"Joanne Evans","DP170100198","Monash University","This project aims to design and develop a Lifelong Living Archive for children who experience …","542,500","2017","Discovery Projects"
"Jon McCormack","FT170100033","Monash University","This interdisciplinary project aims to open the way for the next generation of manufacturing …","937,422","2017","ARC Future Fellowships"
"John Lattanzio","DP160100637","Monash University","This project aims to develop methods that will enable us to exploit new astronomical data. A …","344,100","2016","Discovery Projects"
"Ingrid Zukerman","LP150100060","Monash University","This project addresses concerns regarding the wellbeing of seniors living at home by modelling …","258,000","2015","Linkage Projects"
"Nemai Karmakar","DP110105606","Monash University","RFID may potentially replace barcodes allowing automated identification of individual items at …","275,000","2011","Discovery Projects"
"Michael Gantier","FT140100594","Monash University","MicroRNAs (miRNAs) constitute a novel mechanism used by cells to regulate gene expression, however, …","751,454","2014","ARC Future Fellowships"
"Daniel Horsley","DE120100040","Monash University","Steiner triple systems are fundamental mathematical objects with many real-world applications. …","375,000","2012","Discovery Early Career Researcher Award"
"Graham Farr","DP110100957","Monash University","Graph colouring started out as a recreational problem in 1852, but now has many applications …","270,000","2011","Discovery Projects"
"Andreas Fouras","DP110101498","Monash University","Currently diagnosis of lung disease, a major cause of death in humans, is based on clinical …","360,000","2011","Discovery Projects"
"Kirsten Ellis","LP110200002","Monash University","This project will investigate if games technology can be used to teach deaf children’s parents sign …","183,115","2011","Linkage Projects"
